Year,Half.Of.Year,Bio.Code,Bio.Code.Name,Species,Density,Percent
2011,2,2021G078,B밀양강2,Nitzschia palea,557,1.3
2011,2,2021G078,B밀양강2,Nitzschia paleacea,167,0.4
2011,2,2021G078,B밀양강2,Reimeria sinuata,111,0.3
2011,2,2021G078,B밀양강2,Rhoicosphenia abbreviata,167,0.4
2011,2,2021G078,B밀양강2,Thalassiosira bramaputrae,56,0.1
2011,2,2021G082,B밀양강3,Achnanthes convergens,241,0.7
2011,2,2021G082,B밀양강3,Achnanthes lanceolata,80,0.2
2011,2,2021G082,B밀양강3,Achnanthes subhudsonis,26673,72.2
2011,2,2021G082,B밀양강3,Amphora pediculus,80,0.2
2011,2,2021G082,B밀양강3,Cocconeis pediculus,643,1.7
2011,2,2021G082,B밀양강3,Cocconeis placentula var. lineata,643,1.7
2011,2,2021G082,B밀양강3,Cyclotella atomus,80,0.2
2011,2,2021G082,B밀양강3,Cyclotella meneghiniana,80,0.2
2011,2,2021G082,B밀양강3,Cyclotella pseudostelligera,241,0.7
2011,2,2021G082,B밀양강3,Cyclotella stelligera,161,0.4
2011,2,2021G082,B밀양강3,Cymbella silesiaca,80,0.2
2011,2,2021G082,B밀양강3,Fragilaria construens f. venter,402,1.1
2011,2,2021G082,B밀양강3,Fragilaria ulna,80,0.2
2011,2,2021G082,B밀양강3,Gomphonema clevei,2330,6.3
2011,2,2021G082,B밀양강3,Gyrosigma spencerii,80,0.2
2011,2,2021G082,B밀양강3,Melosira varians,80,0.2
2011,2,2021G082,B밀양강3,Navicula cincta,161,0.4
2011,2,2021G082,B밀양강3,Navicula cryptotenella,241,0.7
2011,2,2021G082,B밀양강3,Navicula decussis,80,0.2
2011,2,2021G082,B밀양강3,Navicula minima,2089,5.7
2011,2,2021G082,B밀양강3,Navicula pupula,80,0.2
2011,2,2021G082,B밀양강3,Navicula seminulum,161,0.4
2011,2,2021G082,B밀양강3,Navicula subminuscula,1125,3
2011,2,2021G082,B밀양강3,Navicula viridula var. rostellata,80,0.2
2011,2,2021G082,B밀양강3,Nitzschia amphibia,241,0.7
2011,2,2021G082,B밀양강3,Nitzschia fonticola,80,0.2
2011,2,2021G082,B밀양강3,Nitzschia inconspicua,402,1.1
2011,2,2021G082,B밀양강3,Rhoicosphenia abbreviata,80,0.2
2011,2,2021G082,B밀양강3,Stauroneis phoenicenteron,161,0.4
2012,1,2001G090,B낙동강6,Achnanthes lanceolata,2095,11.2
2012,1,2001G090,B낙동강6,Achnanthes minutissima,5237,27.9
2012,1,2001G090,B낙동강6,Achnanthes rupestoides,1047,5.6
2012,1,2001G090,B낙동강6,Amphora pediculus,1571,8.4
2012,1,2001G090,B낙동강6,Asterionella formosa,105,0.6
2012,1,2001G090,B낙동강6,Aulacoseira granulata,419,2.2
2012,1,2001G090,B낙동강6,Cyclotella (other),105,0.6
2012,1,2001G090,B낙동강6,Cyclotella atomus,314,1.7
2012,1,2001G090,B낙동강6,Cyclotella stelligera,314,1.7
2012,1,2001G090,B낙동강6,Cymbella minuta,1571,8.4
2012,1,2001G090,B낙동강6,Fragilaria capucina,1152,6.1
2012,1,2001G090,B낙동강6,Fragilaria capucina var. gracilis,105,0.6
2012,1,2001G090,B낙동강6,Fragilaria elliptica,314,1.7
2012,1,2001G090,B낙동강6,Fragilaria ulna,419,2.2
2012,1,2001G090,B낙동강6,Navicula cryptotenella,314,1.7
2012,1,2001G090,B낙동강6,Navicula gregaria,524,2.8
2012,1,2001G090,B낙동강6,Nitzschia amphibia,209,1.1
2012,1,2001G090,B낙동강6,Nitzschia frustulum,105,0.6
2012,1,2001G090,B낙동강6,Nitzschia inconspicua,105,0.6
2012,1,2001G090,B낙동강6,Nitzschia palea,524,2.8
2012,1,2001G090,B낙동강6,Reimeria sinuata,105,0.6
2012,1,2001G090,B낙동강6,Stephanodiscus hantzschii,2095,11.2
2012,1,2002G098,B반변천7,Achnanthes alteragracillima,6596,18.7
2012,1,2002G098,B반변천7,Achnanthes minutissima,3665,10.4
2012,1,2002G098,B반변천7,Aulacoseira granulata,147,0.4
2012,1,2002G098,B반변천7,Cyclotella radiosa,147,0.4
2012,1,2002G098,B반변천7,Cymbella leptoceros,147,0.4
2012,1,2002G098,B반변천7,Cymbella silesiaca,20521,58.1
2012,1,2002G098,B반변천7,Diatoma vulgaris,147,0.4
2012,1,2002G098,B반변천7,Encyonopsis leei,147,0.4
2012,1,2002G098,B반변천7,Fragilaria capucina,440,1.2
2012,1,2002G098,B반변천7,Fragilaria capucina var. vaucheriae,733,2.1
2012,1,2002G098,B반변천7,Fragilaria construens f. binodis,147,0.4
2012,1,2002G098,B반변천7,Fragilaria elliptica,293,0.8
2012,1,2002G098,B반변천7,Gomphonema olivaceum var. olivaceoides,147,0.4
2012,1,2002G098,B반변천7,Melosira varians,147,0.4
2012,1,2002G098,B반변천7,Navicula cryptocephala,147,0.4
2012,1,2002G098,B반변천7,Navicula cryptotenella,440,1.2
2012,1,2002G098,B반변천7,Navicula gregaria,293,0.8
2012,1,2002G098,B반변천7,Nitzschia amphibia,147,0.4
2012,1,2002G098,B반변천7,Nitzschia fonticola,733,2.1
2012,1,2002G098,B반변천7,Nitzschia tabellaria,147,0.4
2012,1,2003G078,B낙동강10,Achnanthes minutissima,804,4.8
2012,1,2003G078,B낙동강10,Asterionella formosa,161,1
2012,1,2003G078,B낙동강10,Cocconeis placentula var. lineata,80,0.5
2012,1,2003G078,B낙동강10,Cymbella minuta,7152,42.4
2012,1,2003G078,B낙동강10,Cymbella silesiaca,482,2.9
2012,1,2003G078,B낙동강10,Fragilaria capucina,1205,7.1
2012,1,2003G078,B낙동강10,Fragilaria elliptica,2571,15.2
2012,1,2003G078,B낙동강10,Gomphonema angustum,80,0.5
2012,1,2003G078,B낙동강10,Gomphonema minutum,563,3.3
2012,1,2003G078,B낙동강10,Gomphonema parvulum,80,0.5
2012,1,2003G078,B낙동강10,Gomphonema quadripunctatum,80,0.5
2012,1,2003G078,B낙동강10,Melosira varians,321,1.9
2012,1,2003G078,B낙동강10,Navicula capitatoradiata,80,0.5
2012,1,2003G078,B낙동강10,Navicula concentrica,80,0.5
2012,1,2003G078,B낙동강10,Navicula gregaria,482,2.9
2012,1,2003G078,B낙동강10,Navicula minuscula var. muralis,161,1
2012,1,2003G078,B낙동강10,Navicula subminuscula,161,1
2012,1,2003G078,B낙동강10,Nitzschia amphibia,80,0.5
2012,1,2003G078,B낙동강10,Nitzschia dissipata,80,0.5
2012,1,2003G078,B낙동강10,Nitzschia fonticola,643,3.8
2012,1,2003G078,B낙동강10,Nitzschia palea,804,4.8
2012,1,2003G078,B낙동강10,Reimeria sinuata,321,1.9
2012,1,2003G078,B낙동강10,Stephanodiscus hantzschii,241,1.4
2012,1,2003G078,B낙동강10,Surirella minuta,161,1
2012,1,2004G068,B내성천7,Cocconeis placentula var. euglypta,191,1.1
2012,1,2004G068,B내성천7,Cymbella silesiaca,382,2.2
2012,1,2004G068,B내성천7,Navicula subminuscula,2578,15
2012,1,2004G068,B내성천7,Nitzschia inconspicua,12795,74.4
2012,1,2004G068,B내성천7,Nitzschia palea,573,3.3
2012,1,2004G068,B내성천7,Nitzschia perminuta,668,3.9
2012,1,2005G039,B영강4,Achnanthes minutissima,60756,94.8
2012,1,2005G039,B영강4,Cocconeis placentula var. euglypta,413,0.6
2012,1,2005G039,B영강4,Cymbella minuta,413,0.6
2012,1,2005G039,B영강4,Cymbella silesiaca,827,1.3
2012,1,2005G039,B영강4,Gomphonema parvulum,827,1.3
2012,1,2005G039,B영강4,Nitzschia dissipata,413,0.6
2012,1,2005G039,B영강4,Nitzschia palea,413,0.6
2012,1,2005G066,B영강6,Achnanthes minutissima,3125,4.9
2012,1,2005G066,B영강6,Cocconeis placentula var. euglypta,313,0.5
2012,1,2005G066,B영강6,Cyclotella stelligera,313,0.5
2012,1,2005G066,B영강6,Cymbella affinis,313,0.5
2012,1,2005G066,B영강6,Cymbella leptoceros,625,1
2012,1,2005G066,B영강6,Cymbella minuta,14063,22
2012,1,2005G066,B영강6,Cymbella silesiaca,1250,2
2012,1,2005G066,B영강6,Diatoma vulgaris,625,1
2012,1,2005G066,B영강6,Fragilaria elliptica,7500,11.7
2012,1,2005G066,B영강6,Fragilaria ulna,313,0.5
2012,1,2005G066,B영강6,Gomphonema clevei,625,1
2012,1,2005G066,B영강6,Navicula gregaria,1250,2
2012,1,2005G066,B영강6,Navicula subminuscula,313,0.5
2012,1,2005G066,B영강6,Nitzschia fonticola,31875,49.8
2012,1,2005G066,B영강6,Nitzschia palea,625,1
2012,1,2005G066,B영강6,Stephanodiscus hantzschii,625,1
2012,1,2005G066,B영강6,Surirella minuta,313,0.5
2012,1,2006G050,B병성천3,Achnanthes clevei,167,0.5
2012,1,2006G050,B병성천3,Cymbella minuta,1507,4.6
2012,1,2006G050,B병성천3,Gomphonema parvulum,1004,3.1
2012,1,2006G050,B병성천3,Navicula atomus,167,0.5
2012,1,2006G050,B병성천3,Navicula gregaria,1507,4.6
2012,1,2006G050,B병성천3,Navicula perminuta,335,1
2012,1,2006G050,B병성천3,Navicula subminuscula,2176,6.6
2012,1,2006G050,B병성천3,Navicula viridula var. rostellata,167,0.5
2012,1,2006G050,B병성천3,Nitzschia amphibia,335,1
2012,1,2006G050,B병성천3,Nitzschia fonticola,6529,19.9
2012,1,2006G050,B병성천3,Nitzschia frustulum,837,2.6
2012,1,2006G050,B병성천3,Nitzschia palea,17243,52.6
2012,1,2006G050,B병성천3,Surirella minuta,837,2.6
2012,1,2007G070,B낙동강16,Achnanthes japonica,59,0.6
2012,1,2007G070,B낙동강16,Achnanthes minutissima,177,1.9
2012,1,2007G070,B낙동강16,Amphora veneta,59,0.6
2012,1,2007G070,B낙동강16,Cocconeis placentula var. euglypta,59,0.6
2012,1,2007G070,B낙동강16,Cyclotella meneghiniana,590,6.3
2012,1,2007G070,B낙동강16,Cyclotella stelligera,177,1.9
2012,1,2007G070,B낙동강16,Cymbella minuta,1533,16.3
2012,1,2007G070,B낙동강16,Fragilaria capucina,118,1.3
2012,1,2007G070,B낙동강16,Melosira varians,177,1.9
2012,1,2007G070,B낙동강16,Navicula accomoda,59,0.6
2012,1,2007G070,B낙동강16,Navicula atomus,236,2.5
2012,1,2007G070,B낙동강16,Navicula contenta,59,0.6
2012,1,2007G070,B낙동강16,Navicula gregaria,236,2.5
2012,1,2007G070,B낙동강16,Navicula mutica var. ventricosa,59,0.6
2012,1,2007G070,B낙동강16,Navicula sinuata,118,1.3
2012,1,2007G070,B낙동강16,Navicula subminuscula,649,6.9
2012,1,2007G070,B낙동강16,Navicula veneta,59,0.6
2012,1,2007G070,B낙동강16,Nitzschia dissipata,59,0.6
2012,1,2007G070,B낙동강16,Nitzschia fonticola,649,6.9
2012,1,2007G070,B낙동강16,Nitzschia palea,2594,27.7
2012,1,2007G070,B낙동강16,Nitzschia perminuta,59,0.6
2012,1,2007G070,B낙동강16,Stephanodiscus hantzschii,413,4.4
2012,1,2007G070,B낙동강16,Surirella minuta,1179,12.6
2012,1,2008G062,B위천8,Achnanthes minutissima,21773,85
2012,1,2008G062,B위천8,Amphora pediculus,502,2
2012,1,2008G062,B위천8,Cocconeis placentula var. euglypta,502,2
2012,1,2008G062,B위천8,Cocconeis placentula var. lineata,167,0.7
2012,1,2008G062,B위천8,Cyclotella meneghiniana,167,0.7
2012,1,2008G062,B위천8,Gomphonema quadripunctatum,167,0.7
2012,1,2008G062,B위천8,Navicula pupula var. elliptica,1842,7.2
2012,1,2008G062,B위천8,Navicula viridula var. rostellata,335,1.3
2012,1,2008G062,B위천8,Reimeria sinuata,167,0.7
2012,1,2008G064,B위천9,Achnanthes minutissima,1096,5.8
2012,1,2008G064,B위천9,Cocconeis placentula var. euglypta,110,0.6
2012,1,2008G064,B위천9,Fragilaria capucina var. gracilis,2193,11.7
2012,1,2008G064,B위천9,Gomphonema minutum,219,1.2
2012,1,2008G064,B위천9,Navicula cryptocephala,110,0.6
2012,1,2008G064,B위천9,Navicula gregaria,658,3.5
2012,1,2008G064,B위천9,Navicula subminuscula,110,0.6
2012,1,2008G064,B위천9,Nitzschia palea,14254,76
2012,1,2009G020,B낙동강18,Achnanthes alteragracillima,1157,8.1
2012,1,2009G020,B낙동강18,Achnanthes convergens,386,2.7
2012,1,2009G020,B낙동강18,Achnanthes minutissima,1697,11.8
2012,1,2009G020,B낙동강18,Achnanthes subhudsonis,154,1.1
2012,1,2009G020,B낙동강18,Asterionella formosa,77,0.5
2012,1,2009G020,B낙동강18,Aulacoseira ambigua,77,0.5
2012,1,2009G020,B낙동강18,Cocconeis placentula var. lineata,154,1.1
2012,1,2009G020,B낙동강18,Cyclostephanos invisitatus,154,1.1
2012,1,2009G020,B낙동강18,Cymbella delicatula,77,0.5
2012,1,2009G020,B낙동강18,Cymbella silesiaca,1234,8.6
2012,1,2009G020,B낙동강18,Fragilaria capucina,231,1.6
2012,1,2009G020,B낙동강18,Fragilaria pinnata,77,0.5
2012,1,2009G020,B낙동강18,Navicula atomus,1234,8.6
2012,1,2009G020,B낙동강18,Navicula capitata,77,0.5
2012,1,2009G020,B낙동강18,Navicula capitatoradiata,77,0.5
2012,1,2009G020,B낙동강18,Navicula cryptotenella,77,0.5
2012,1,2009G020,B낙동강18,Navicula gregaria,463,3.2
2012,1,2009G020,B낙동강18,Navicula mutica,77,0.5
2012,1,2009G020,B낙동강18,Navicula perminuta,617,4.3
2012,1,2009G020,B낙동강18,Navicula subminuscula,540,3.8
2012,1,2009G020,B낙동강18,Navicula viridula var. rostellata,77,0.5
2012,1,2009G020,B낙동강18,Nitzschia dissipata,617,4.3
2012,1,2009G020,B낙동강18,Nitzschia fonticola,3317,23.1
2012,1,2009G020,B낙동강18,Nitzschia inconspicua,849,5.9
2012,1,2009G020,B낙동강18,Nitzschia palea,154,1.1
2012,1,2009G020,B낙동강18,Nitzschia tabellaria,77,0.5
2012,1,2009G020,B낙동강18,Reimeria sinuata,154,1.1
2012,1,2009G020,B낙동강18,Stephanodiscus hantzschii,231,1.6
2012,1,2009G020,B낙동강18,Surirella minuta,154,1.1
2012,1,2009G020,B낙동강18,Synedra acus,77,0.5
2012,1,2009G050,B낙동강20,Achnanthes minutissima,238,3.4
2012,1,2009G050,B낙동강20,Achnanthes septentrionalis var. subcapitata,79,1.1
2012,1,2009G050,B낙동강20,Cyclostephanos invisitatus,1588,22.5
2012,1,2009G050,B낙동강20,Cyclotella pseudostelligera,79,1.1
2012,1,2009G050,B낙동강20,Cymbella silesiaca,2143,30.3
2012,1,2009G050,B낙동강20,Fragilaria capucina,238,3.4
2012,1,2009G050,B낙동강20,Fragilaria ulna,79,1.1
2012,1,2009G050,B낙동강20,Navicula gregaria,79,1.1
2012,1,2009G050,B낙동강20,Navicula perminuta,238,3.4
2012,1,2009G050,B낙동강20,Navicula subminuscula,79,1.1
2012,1,2009G050,B낙동강20,Nitzschia dissipata,318,4.5
2012,1,2009G050,B낙동강20,Nitzschia fonticola,1429,20.2
2012,1,2009G050,B낙동강20,Nitzschia inconspicua,238,3.4
2012,1,2009G050,B낙동강20,Nitzschia palea,79,1.1
2012,1,2009G050,B낙동강20,Surirella minuta,79,1.1
2012,1,2009G050,B낙동강20,Synedra acus,79,1.1
2012,1,2010G027,B감천B4,Cocconeis placentula var. euglypta,85,0.8
2012,1,2010G027,B감천B4,Cymbella minuta,43,0.4
2012,1,2010G027,B감천B4,Cymbella silesiaca,128,1.2
2012,1,2010G027,B감천B4,Diatoma vulgaris,43,0.4
2012,1,2010G027,B감천B4,Navicula minima,171,1.6
2012,1,2010G027,B감천B4,Nitzschia amphibia,85,0.8
2012,1,2010G027,B감천B4,Nitzschia inconspicua,9814,92.4
2012,1,2010G027,B감천B4,Nitzschia palea,256,2.4
2012,1,2010G060,B감천B5,Achnanthes lanceolata,29,0.5
2012,1,2010G060,B감천B5,Cocconeis placentula var. euglypta,29,0.5
2012,1,2010G060,B감천B5,Fragilaria elliptica,2293,38.6
2012,1,2010G060,B감천B5,Navicula subminuscula,412,6.9
2012,1,2010G060,B감천B5,Nitzschia inconspicua,2587,43.6
2012,1,2010G060,B감천B5,Reimeria sinuata,588,9.9
2012,1,2011G039,B낙동강22,Achnanthes lanceolata,4,0.2
2012,1,2011G039,B낙동강22,Cocconeis pediculus,78,3.6
2012,1,2011G039,B낙동강22,Cocconeis placentula var. euglypta,859,39.5
2012,1,2011G039,B낙동강22,Cocconeis placentula var. lineata,78,3.6
2012,1,2011G039,B낙동강22,Cymbella silesiaca,74,3.4
2012,1,2011G039,B낙동강22,Fragilaria capucina,17,0.8
2012,1,2011G039,B낙동강22,Fragilaria capucina var. vaucheriae,13,0.6
2012,1,2011G039,B낙동강22,Gomphonema angustum,4,0.2
2012,1,2011G039,B낙동강22,Gomphonema clevei,4,0.2
2012,1,2011G039,B낙동강22,Gomphonema pumilum var. rigidum,9,0.4
2012,1,2011G039,B낙동강22,Navicula atomus,65,3
2012,1,2011G039,B낙동강22,Navicula decussis,4,0.2
2012,1,2011G039,B낙동강22,Navicula pelliculosa,13,0.6
2012,1,2011G039,B낙동강22,Navicula perminuta,4,0.2
2012,1,2011G039,B낙동강22,Navicula subminuscula,9,0.4
2012,1,2011G039,B낙동강22,Nitzschia fonticola,87,4
2012,1,2011G039,B낙동강22,Nitzschia inconspicua,529,24.4
2012,1,2011G039,B낙동강22,Reimeria sinuata,317,14.6
2012,1,2011G039,B낙동강22,Surirella angusta,4,0.2
2012,1,2011G054,B낙동강24,Asterionella formosa,58,0.4
2012,1,2011G054,B낙동강24,Cocconeis pediculus,116,0.9
2012,1,2011G054,B낙동강24,Cocconeis placentula var. euglypta,116,0.9
2012,1,2011G054,B낙동강24,Cocconeis placentula var. lineata,116,0.9
2012,1,2011G054,B낙동강24,Cyclostephanos dubius,174,1.3
2012,1,2011G054,B낙동강24,Cyclostephanos invisitatus,1565,12
2012,1,2011G054,B낙동강24,Cyclotella meneghiniana,58,0.4
2012,1,2011G054,B낙동강24,Cyclotella stelligera,58,0.4
2012,1,2011G054,B낙동강24,Cymbella silesiaca,580,4.4
2012,1,2011G054,B낙동강24,Fragilaria capucina,1565,12
2012,1,2011G054,B낙동강24,Fragilaria construens f. venter,58,0.4
2012,1,2011G054,B낙동강24,Fragilaria ulna,58,0.4
2012,1,2011G054,B낙동강24,Navicula atomus,58,0.4
2012,1,2011G054,B낙동강24,Navicula cryptotenella,58,0.4
2012,1,2011G054,B낙동강24,Navicula gregaria,522,4
2012,1,2011G054,B낙동강24,Navicula pelliculosa,116,0.9
2012,1,2011G054,B낙동강24,Navicula perminuta,58,0.4
2012,1,2011G054,B낙동강24,Navicula subminuscula,58,0.4
2012,1,2011G054,B낙동강24,Nitzschia amphibia,58,0.4
2012,1,2011G054,B낙동강24,Nitzschia dissipata,1449,11.1
2012,1,2011G054,B낙동강24,Nitzschia fonticola,290,2.2
2012,1,2011G054,B낙동강24,Nitzschia linearis,174,1.3
2012,1,2011G054,B낙동강24,Nitzschia palea,116,0.9
2012,1,2011G054,B낙동강24,Nitzschia paleacea,406,3.1
2012,1,2011G054,B낙동강24,Stephanodiscus (other),638,4.9
2012,1,2011G054,B낙동강24,Stephanodiscus hantzschii,4406,33.8
2012,1,2011G054,B낙동강24,Surirella minuta,58,0.4
2012,1,2011G054,B낙동강24,Synedra acus,58,0.4
2012,1,2011G087,B낙동강26,Achnanthes exigua,68,0.2
2012,1,2011G087,B낙동강26,Achnanthes lanceolata,137,0.5
2012,1,2011G087,B낙동강26,Aulacoseira alpigena,342,1.2
2012,1,2011G087,B낙동강26,Bacillaria paradoxa,68,0.2
2012,1,2011G087,B낙동강26,Cocconeis placentula var. euglypta,547,1.9
2012,1,2011G087,B낙동강26,Cyclostephanos dubius,68,0.2
2012,1,2011G087,B낙동강26,Cyclostephanos invisitatus,205,0.7
2012,1,2011G087,B낙동강26,Cyclotella atomus,137,0.5
2012,1,2011G087,B낙동강26,Cyclotella meneghiniana,274,0.9
2012,1,2011G087,B낙동강26,Cymbella silesiaca,205,0.7
2012,1,2011G087,B낙동강26,Diatoma vulgaris,342,1.2
2012,1,2011G087,B낙동강26,Fragilaria capucina,137,0.5
2012,1,2011G087,B낙동강26,Fragilaria construens f. venter,6157,21
2012,1,2011G087,B낙동강26,Fragilaria ulna,547,1.9
2012,1,2011G087,B낙동강26,Gomphonema parvulum,274,0.9
2012,1,2011G087,B낙동강26,Melosira varians,5678,19.4
2012,1,2011G087,B낙동강26,Navicula (other),68,0.2
2012,1,2011G087,B낙동강26,Navicula atomus,68,0.2
2012,1,2011G087,B낙동강26,Navicula cryptocephala,68,0.2
2012,1,2011G087,B낙동강26,Navicula cryptotenella,137,0.5
2012,1,2011G087,B낙동강26,Navicula gregaria,2805,9.6
2012,1,2011G087,B낙동강26,Navicula minima,137,0.5
2012,1,2011G087,B낙동강26,Navicula perminuta,68,0.2
2012,1,2011G087,B낙동강26,Navicula subminuscula,68,0.2
2012,1,2011G087,B낙동강26,Navicula trivialis,68,0.2
2012,1,2011G087,B낙동강26,Navicula viridula var. rostellata,410,1.4
2012,1,2011G087,B낙동강26,Nitzschia acicularis,205,0.7
2012,1,2011G087,B낙동강26,Nitzschia amphibia,410,1.4
2012,1,2011G087,B낙동강26,Nitzschia fonticola,4583,15.6
2012,1,2011G087,B낙동강26,Nitzschia intermedia,410,1.4
2012,1,2011G087,B낙동강26,Nitzschia palea,3626,12.4
2012,1,2011G087,B낙동강26,Nitzschia paleacea,137,0.5
2012,1,2011G087,B낙동강26,Nitzschia tryblionella var. salinarum,68,0.2
2012,1,2011G087,B낙동강26,Stephanodiscus hantzschii,137,0.5
2012,1,2011G087,B낙동강26,Surirella minuta,68,0.2
2012,1,2011G087,B낙동강26,Synedra acus,205,0.7
2012,1,2011G087,B낙동강26,Synedra fasciculata var. truncata,274,0.9
2012,1,2011G087,B낙동강26,Thalassiosira bramaputrae,137,0.5
2012,1,2012G118,B금호강6,Achnanthes lanceolata,330,1.7
2012,1,2012G118,B금호강6,Achnanthes minutissima,147,0.8
2012,1,2012G118,B금호강6,Aulacoseira alpigena,73,0.4
2012,1,2012G118,B금호강6,Caloneis bacillum,37,0.2
2012,1,2012G118,B금호강6,Cocconeis pediculus,147,0.8
2012,1,2012G118,B금호강6,Cocconeis placentula var. lineata,73,0.4
2012,1,2012G118,B금호강6,Cyclotella atomus,37,0.2
2012,1,2012G118,B금호강6,Cyclotella meneghiniana,147,0.8
2012,1,2012G118,B금호강6,Cymbella silesiaca,37,0.2
2012,1,2012G118,B금호강6,Fragilaria capucina,147,0.8
2012,1,2012G118,B금호강6,Fragilaria construens f. binodis,37,0.2
2012,1,2012G118,B금호강6,Fragilaria construens f. venter,6683,35.1
2012,1,2012G118,B금호강6,Fragilaria ulna,73,0.4
2012,1,2012G118,B금호강6,Gomphonema gracile,37,0.2
2012,1,2012G118,B금호강6,Gomphonema parvulum,110,0.6
2012,1,2012G118,B금호강6,Melosira varians,184,1
2012,1,2012G118,B금호강6,Navicula (other),37,0.2
2012,1,2012G118,B금호강6,Navicula cryptocephala,37,0.2
2012,1,2012G118,B금호강6,Navicula decussis,37,0.2
2012,1,2012G118,B금호강6,Navicula gregaria,661,3.5
2012,1,2012G118,B금호강6,Navicula pupula,73,0.4
2012,1,2012G118,B금호강6,Navicula subminuscula,110,0.6
2012,1,2012G118,B금호강6,Navicula viridula var. rostellata,257,1.4
2012,1,2012G118,B금호강6,Nitzschia amphibia,2203,11.6
2012,1,2012G118,B금호강6,Nitzschia fonticola,6390,33.6
2012,1,2012G118,B금호강6,Nitzschia inconspicua,184,1
2012,1,2012G118,B금호강6,Nitzschia palea,294,1.5
2012,1,2012G118,B금호강6,Synedra (other),73,0.4
2012,1,2012G118,B금호강6,Synedra acus,37,0.2
2012,1,2012G118,B금호강6,Synedra fasciculata var. truncata,330,1.7
2012,1,2012G126,B금호강7,Achnanthes lanceolata,141,1
2012,1,2012G126,B금호강7,Amphora copulata,35,0.2
2012,1,2012G126,B금호강7,Aulacoseira alpigena,71,0.5
2012,1,2012G126,B금호강7,Cocconeis pediculus,71,0.5
2012,1,2012G126,B금호강7,Cocconeis placentula var. euglypta,141,1
2012,1,2012G126,B금호강7,Cocconeis placentula var. lineata,71,0.5
2012,1,2012G126,B금호강7,Cyclostephanos invisitatus,106,0.7
2012,1,2012G126,B금호강7,Cyclotella meneghiniana,35,0.2
2012,1,2012G126,B금호강7,Cyclotella pseudostelligera,35,0.2
2012,1,2012G126,B금호강7,Cyclotella radiosa,35,0.2
2012,1,2012G126,B금호강7,Diatoma vulgaris,35,0.2
2012,1,2012G126,B금호강7,Fragilaria construens f. venter,2046,13.9
2012,1,2012G126,B금호강7,Fragilaria ulna,106,0.7
2012,1,2012G126,B금호강7,Melosira varians,106,0.7
2012,1,2012G126,B금호강7,Navicula gregaria,4797,32.7
2012,1,2012G126,B금호강7,Navicula minima,71,0.5
2012,1,2012G126,B금호강7,Navicula subminuscula,1411,9.6
2012,1,2012G126,B금호강7,Navicula viridula var. rostellata,71,0.5
2012,1,2012G126,B금호강7,Nitzschia (other),35,0.2
2012,1,2012G126,B금호강7,Nitzschia amphibia,176,1.2
2012,1,2012G126,B금호강7,Nitzschia fonticola,3810,26
2012,1,2012G126,B금호강7,Nitzschia gessneri,71,0.5
2012,1,2012G126,B금호강7,Nitzschia inconspicua,564,3.8
2012,1,2012G126,B금호강7,Nitzschia intermedia,35,0.2
2012,1,2012G126,B금호강7,Nitzschia palea,71,0.5
2012,1,2012G126,B금호강7,Nitzschia tabellaria,71,0.5
2012,1,2012G126,B금호강7,Stephanodiscus hantzschii,106,0.7
2012,1,2012G126,B금호강7,Surirella angusta,35,0.2
2012,1,2012G126,B금호강7,Surirella minuta,35,0.2
2012,1,2012G126,B금호강7,Synedra (other),35,0.2
2012,1,2012G126,B금호강7,Synedra acus,35,0.2
2012,1,2012G126,B금호강7,Synedra fasciculata var. truncata,176,1.2
2012,1,2012G126,B금호강7,Thalassiosira bramaputrae,35,0.2
2012,1,2013G060,B회천2,Achnanthes convergens,6810,7.2
2012,1,2013G060,B회천2,Achnanthes lanceolata,227,0.2
2012,1,2013G060,B회천2,Achnanthes minutissima,53798,57.1
2012,1,2013G060,B회천2,Cocconeis placentula var. euglypta,4540,4.8
2012,1,2013G060,B회천2,Cymbella silesiaca,2043,2.2
2012,1,2013G060,B회천2,Fragilaria capucina,454,0.5
2012,1,2013G060,B회천2,Fragilaria construens f. venter,227,0.2
2012,1,2013G060,B회천2,Fragilaria ulna,227,0.2
2012,1,2013G060,B회천2,Gomphonema olivaceum var. olivaceoides,908,1
2012,1,2013G060,B회천2,Gomphonema parvulum,227,0.2
2012,1,2013G060,B회천2,Navicula cryptocephala,227,0.2
2012,1,2013G060,B회천2,Navicula gregaria,454,0.5
2012,1,2013G060,B회천2,Navicula minima,1135,1.2
2012,1,2013G060,B회천2,Navicula subminuscula,227,0.2
2012,1,2013G060,B회천2,Nitzschia fonticola,7264,7.7
2012,1,2013G060,B회천2,Nitzschia inconspicua,9080,9.6
2012,1,2013G060,B회천2,Reimeria sinuata,6356,6.7
2012,1,2013G063,B회천3,Achnanthes convergens,2661,2.1
2012,1,2013G063,B회천3,Achnanthes lanceolata,296,0.2
2012,1,2013G063,B회천3,Achnanthes minutissima,7095,5.6
2012,1,2013G063,B회천3,Achnanthes subhudsonis,887,0.7
2012,1,2013G063,B회천3,Amphora copulata,296,0.2
2012,1,2013G063,B회천3,Amphora montana,296,0.2
2012,1,2013G063,B회천3,Amphora pediculus,887,0.7
2012,1,2013G063,B회천3,Aulacoseira alpigena,296,0.2
2012,1,2013G063,B회천3,Cocconeis placentula var. euglypta,591,0.5
