Num,Year,Half.Of.Year,Bio.Code,Bio.Code.Name,Species,Korean Species,Density
5227,2012,1,2009G020,B???18,Navicula atomus,????,1234
5228,2012,1,2009G020,B???18,Navicula capitata,????,77
5229,2012,1,2009G020,B???18,Navicula capitatoradiata,????,77
5230,2012,1,2009G020,B???18,Navicula cryptotenella,????,77
5231,2012,1,2009G020,B???18,Navicula gregaria,????,463
5232,2012,1,2009G020,B???18,Navicula mutica,????,77
5233,2012,1,2009G020,B???18,Navicula perminuta,????,617
5234,2012,1,2009G020,B???18,Navicula subminuscula,????,540
5235,2012,1,2009G020,B???18,Navicula viridula var. rostellata,????,77
5236,2012,1,2009G020,B???18,Nitzschia dissipata,????,617
5237,2012,1,2009G020,B???18,Nitzschia fonticola,????,3317
5238,2012,1,2009G020,B???18,Nitzschia inconspicua,????,849
5239,2012,1,2009G020,B???18,Nitzschia palea,????,154
5240,2012,1,2009G020,B???18,Nitzschia tabellaria,????,77
5241,2012,1,2009G020,B???18,Reimeria sinuata,?????,154
5242,2012,1,2009G020,B???18,Stephanodiscus hantzschii,??????,231
5243,2012,1,2009G020,B???18,Surirella minuta,????,154
5244,2012,1,2009G020,B???18,Synedra acus,?????,77
5245,2012,1,2009G050,B???20,Achnanthes minutissima,????,238
5246,2012,1,2009G050,B???20,Achnanthes septentrionalis var. subcapitata,????,79
5247,2012,1,2009G050,B???20,Cyclostephanos invisitatus,????,1588
5248,2012,1,2009G050,B???20,Cyclotella pseudostelligera,????,79
5249,2012,1,2009G050,B???20,Cymbella silesiaca,????,2143
5250,2012,1,2009G050,B???20,Fragilaria capucina,????,238
5251,2012,1,2009G050,B???20,Fragilaria ulna,????,79
5252,2012,1,2009G050,B???20,Navicula gregaria,????,79
5253,2012,1,2009G050,B???20,Navicula perminuta,????,238
5254,2012,1,2009G050,B???20,Navicula subminuscula,????,79
5255,2012,1,2009G050,B???20,Nitzschia dissipata,????,318
5256,2012,1,2009G050,B???20,Nitzschia fonticola,????,1429
5257,2012,1,2009G050,B???20,Nitzschia inconspicua,????,238
5258,2012,1,2009G050,B???20,Nitzschia palea,????,79
5259,2012,1,2009G050,B???20,Surirella minuta,????,79
5260,2012,1,2009G050,B???20,Synedra acus,?????,79
5261,2012,1,2010G027,B??B4,Cocconeis placentula var. euglypta,????,85
5262,2012,1,2010G027,B??B4,Cymbella minuta,????,43
5263,2012,1,2010G027,B??B4,Cymbella silesiaca,????,128
5264,2012,1,2010G027,B??B4,Diatoma vulgaris,???,43
5265,2012,1,2010G027,B??B4,Navicula minima,????,171
5266,2012,1,2010G027,B??B4,Nitzschia amphibia,????,85
5267,2012,1,2010G027,B??B4,Nitzschia inconspicua,????,9814
5268,2012,1,2010G027,B??B4,Nitzschia palea,????,256
5269,2012,1,2010G060,B??B5,Achnanthes lanceolata,????,29
5270,2012,1,2010G060,B??B5,Cocconeis placentula var. euglypta,????,29
5271,2012,1,2010G060,B??B5,Fragilaria elliptica,????,2293
5272,2012,1,2010G060,B??B5,Navicula subminuscula,????,412
5273,2012,1,2010G060,B??B5,Nitzschia inconspicua,????,2587
5274,2012,1,2010G060,B??B5,Reimeria sinuata,?????,588
5275,2012,1,2011G039,B???22,Achnanthes lanceolata,????,4
5276,2012,1,2011G039,B???22,Cocconeis pediculus,????,78
5277,2012,1,2011G039,B???22,Cocconeis placentula var. euglypta,????,859
5278,2012,1,2011G039,B???22,Cocconeis placentula var. lineata,????,78
5279,2012,1,2011G039,B???22,Cymbella silesiaca,????,74
5280,2012,1,2011G039,B???22,Fragilaria capucina,????,17
5281,2012,1,2011G039,B???22,Fragilaria capucina var. vaucheriae,????,13
5282,2012,1,2011G039,B???22,Gomphonema angustum,????,4
5283,2012,1,2011G039,B???22,Gomphonema clevei,????,4
5284,2012,1,2011G039,B???22,Gomphonema pumilum var. rigidum,????,9
5285,2012,1,2011G039,B???22,Navicula atomus,????,65
5286,2012,1,2011G039,B???22,Navicula decussis,????,4
5287,2012,1,2011G039,B???22,Navicula pelliculosa,????,13
5288,2012,1,2011G039,B???22,Navicula perminuta,????,4
5289,2012,1,2011G039,B???22,Navicula subminuscula,????,9
5290,2012,1,2011G039,B???22,Nitzschia fonticola,????,87
5291,2012,1,2011G039,B???22,Nitzschia inconspicua,????,529
5292,2012,1,2011G039,B???22,Reimeria sinuata,?????,317
5293,2012,1,2011G039,B???22,Surirella angusta,????,4
5294,2012,1,2011G054,B???24,Asterionella formosa,???,58
5295,2012,1,2011G054,B???24,Cocconeis pediculus,????,116
5296,2012,1,2011G054,B???24,Cocconeis placentula var. euglypta,????,116
5297,2012,1,2011G054,B???24,Cocconeis placentula var. lineata,????,116
5298,2012,1,2011G054,B???24,Cyclostephanos dubius,????,174
5299,2012,1,2011G054,B???24,Cyclostephanos invisitatus,????,1565
5300,2012,1,2011G054,B???24,Cyclotella meneghiniana,????,58
5301,2012,1,2011G054,B???24,Cyclotella stelligera,????,58
5302,2012,1,2011G054,B???24,Cymbella silesiaca,????,580
5303,2012,1,2011G054,B???24,Fragilaria capucina,????,1565
5304,2012,1,2011G054,B???24,Fragilaria construens f. venter,????,58
5305,2012,1,2011G054,B???24,Fragilaria ulna,????,58
5306,2012,1,2011G054,B???24,Navicula atomus,????,58
5307,2012,1,2011G054,B???24,Navicula cryptotenella,????,58
5308,2012,1,2011G054,B???24,Navicula gregaria,????,522
5309,2012,1,2011G054,B???24,Navicula pelliculosa,????,116
5310,2012,1,2011G054,B???24,Navicula perminuta,????,58
5311,2012,1,2011G054,B???24,Navicula subminuscula,????,58
5312,2012,1,2011G054,B???24,Nitzschia amphibia,????,58
5313,2012,1,2011G054,B???24,Nitzschia dissipata,????,1449
5314,2012,1,2011G054,B???24,Nitzschia fonticola,????,290
5315,2012,1,2011G054,B???24,Nitzschia linearis,????,174
5316,2012,1,2011G054,B???24,Nitzschia palea,????,116
5317,2012,1,2011G054,B???24,Nitzschia paleacea,????,406
5318,2012,1,2011G054,B???24,Stephanodiscus (other),??????,638
5319,2012,1,2011G054,B???24,Stephanodiscus hantzschii,??????,4406
5320,2012,1,2011G054,B???24,Surirella minuta,????,58
5321,2012,1,2011G054,B???24,Synedra acus,?????,58
5322,2012,1,2011G087,B???26,Achnanthes exigua,????,68
5323,2012,1,2011G087,B???26,Achnanthes lanceolata,????,137
5324,2012,1,2011G087,B???26,Aulacoseira alpigena,????,342
5325,2012,1,2011G087,B???26,Bacillaria paradoxa,???,68
5326,2012,1,2011G087,B???26,Cocconeis placentula var. euglypta,????,547
5327,2012,1,2011G087,B???26,Cyclostephanos dubius,????,68
5328,2012,1,2011G087,B???26,Cyclostephanos invisitatus,????,205
5329,2012,1,2011G087,B???26,Cyclotella atomus,????,137
5330,2012,1,2011G087,B???26,Cyclotella meneghiniana,????,274
5331,2012,1,2011G087,B???26,Cymbella silesiaca,????,205
5332,2012,1,2011G087,B???26,Diatoma vulgaris,???,342
5333,2012,1,2011G087,B???26,Fragilaria capucina,????,137
5334,2012,1,2011G087,B???26,Fragilaria construens f. venter,????,6157
5335,2012,1,2011G087,B???26,Fragilaria ulna,????,547
5336,2012,1,2011G087,B???26,Gomphonema parvulum,????,274
5337,2012,1,2011G087,B???26,Melosira varians,????,5678
5338,2012,1,2011G087,B???26,Navicula (other),????,68
5339,2012,1,2011G087,B???26,Navicula atomus,????,68
5340,2012,1,2011G087,B???26,Navicula cryptocephala,????,68
5341,2012,1,2011G087,B???26,Navicula cryptotenella,????,137
5342,2012,1,2011G087,B???26,Navicula gregaria,????,2805
5343,2012,1,2011G087,B???26,Navicula minima,????,137
5344,2012,1,2011G087,B???26,Navicula perminuta,????,68
5345,2012,1,2011G087,B???26,Navicula subminuscula,????,68
5346,2012,1,2011G087,B???26,Navicula trivialis,????,68
5347,2012,1,2011G087,B???26,Navicula viridula var. rostellata,????,410
5348,2012,1,2011G087,B???26,Nitzschia acicularis,????,205
5349,2012,1,2011G087,B???26,Nitzschia amphibia,????,410
5350,2012,1,2011G087,B???26,Nitzschia fonticola,????,4583
5351,2012,1,2011G087,B???26,Nitzschia intermedia,????,410
5352,2012,1,2011G087,B???26,Nitzschia palea,????,3626
5353,2012,1,2011G087,B???26,Nitzschia paleacea,????,137
5354,2012,1,2011G087,B???26,Nitzschia tryblionella var. salinarum,????,68
5355,2012,1,2011G087,B???26,Stephanodiscus hantzschii,??????,137
5356,2012,1,2011G087,B???26,Surirella minuta,????,68
5357,2012,1,2011G087,B???26,Synedra acus,?????,205
5358,2012,1,2011G087,B???26,Synedra fasciculata var. truncata,?????,274
5359,2012,1,2011G087,B???26,Thalassiosira bramaputrae,?????,137
5360,2012,1,2012G118,B???6,Achnanthes lanceolata,????,330
5361,2012,1,2012G118,B???6,Achnanthes minutissima,????,147
5362,2012,1,2012G118,B???6,Aulacoseira alpigena,????,73
5363,2012,1,2012G118,B???6,Caloneis bacillum,????,37
5364,2012,1,2012G118,B???6,Cocconeis pediculus,????,147
5365,2012,1,2012G118,B???6,Cocconeis placentula var. lineata,????,73
5366,2012,1,2012G118,B???6,Cyclotella atomus,????,37
5367,2012,1,2012G118,B???6,Cyclotella meneghiniana,????,147
5368,2012,1,2012G118,B???6,Cymbella silesiaca,????,37
5369,2012,1,2012G118,B???6,Fragilaria capucina,????,147
5370,2012,1,2012G118,B???6,Fragilaria construens f. binodis,????,37
5371,2012,1,2012G118,B???6,Fragilaria construens f. venter,????,6683
5372,2012,1,2012G118,B???6,Fragilaria ulna,????,73
5373,2012,1,2012G118,B???6,Gomphonema gracile,????,37
5374,2012,1,2012G118,B???6,Gomphonema parvulum,????,110
5375,2012,1,2012G118,B???6,Melosira varians,????,184
5376,2012,1,2012G118,B???6,Navicula (other),????,37
5377,2012,1,2012G118,B???6,Navicula cryptocephala,????,37
5378,2012,1,2012G118,B???6,Navicula decussis,????,37
5379,2012,1,2012G118,B???6,Navicula gregaria,????,661
5380,2012,1,2012G118,B???6,Navicula pupula,????,73
5381,2012,1,2012G118,B???6,Navicula subminuscula,????,110
5382,2012,1,2012G118,B???6,Navicula viridula var. rostellata,????,257
5383,2012,1,2012G118,B???6,Nitzschia amphibia,????,2203
5384,2012,1,2012G118,B???6,Nitzschia fonticola,????,6390
5385,2012,1,2012G118,B???6,Nitzschia inconspicua,????,184
5386,2012,1,2012G118,B???6,Nitzschia palea,????,294
5387,2012,1,2012G118,B???6,Synedra (other),?????,73
5388,2012,1,2012G118,B???6,Synedra acus,?????,37
5389,2012,1,2012G118,B???6,Synedra fasciculata var. truncata,?????,330
5390,2012,1,2012G126,B???7,Achnanthes lanceolata,????,141
5391,2012,1,2012G126,B???7,Amphora copulata,????,35
5392,2012,1,2012G126,B???7,Aulacoseira alpigena,????,71
5393,2012,1,2012G126,B???7,Cocconeis pediculus,????,71
5394,2012,1,2012G126,B???7,Cocconeis placentula var. euglypta,????,141
5395,2012,1,2012G126,B???7,Cocconeis placentula var. lineata,????,71
5396,2012,1,2012G126,B???7,Cyclostephanos invisitatus,????,106
5397,2012,1,2012G126,B???7,Cyclotella meneghiniana,????,35
5398,2012,1,2012G126,B???7,Cyclotella pseudostelligera,????,35
5399,2012,1,2012G126,B???7,Cyclotella radiosa,????,35
5400,2012,1,2012G126,B???7,Diatoma vulgaris,???,35
5401,2012,1,2012G126,B???7,Fragilaria construens f. venter,????,2046
5402,2012,1,2012G126,B???7,Fragilaria ulna,????,106
5403,2012,1,2012G126,B???7,Melosira varians,????,106
5404,2012,1,2012G126,B???7,Navicula gregaria,????,4797
5405,2012,1,2012G126,B???7,Navicula minima,????,71
5406,2012,1,2012G126,B???7,Navicula subminuscula,????,1411
5407,2012,1,2012G126,B???7,Navicula viridula var. rostellata,????,71
5408,2012,1,2012G126,B???7,Nitzschia (other),????,35
5409,2012,1,2012G126,B???7,Nitzschia amphibia,????,176
5410,2012,1,2012G126,B???7,Nitzschia fonticola,????,3810
5411,2012,1,2012G126,B???7,Nitzschia gessneri,????,71
5412,2012,1,2012G126,B???7,Nitzschia inconspicua,????,564
5413,2012,1,2012G126,B???7,Nitzschia intermedia,????,35
5414,2012,1,2012G126,B???7,Nitzschia palea,????,71
5415,2012,1,2012G126,B???7,Nitzschia tabellaria,????,71
5416,2012,1,2012G126,B???7,Stephanodiscus hantzschii,??????,106
5417,2012,1,2012G126,B???7,Surirella angusta,????,35
5418,2012,1,2012G126,B???7,Surirella minuta,????,35
5419,2012,1,2012G126,B???7,Synedra (other),?????,35
5420,2012,1,2012G126,B???7,Synedra acus,?????,35
5421,2012,1,2012G126,B???7,Synedra fasciculata var. truncata,?????,176
5422,2012,1,2012G126,B???7,Thalassiosira bramaputrae,?????,35
5423,2012,1,2013G060,B??2,Achnanthes convergens,????,6810
5424,2012,1,2013G060,B??2,Achnanthes lanceolata,????,227
5425,2012,1,2013G060,B??2,Achnanthes minutissima,????,53798
5426,2012,1,2013G060,B??2,Cocconeis placentula var. euglypta,????,4540
5427,2012,1,2013G060,B??2,Cymbella silesiaca,????,2043
5428,2012,1,2013G060,B??2,Fragilaria capucina,????,454
5429,2012,1,2013G060,B??2,Fragilaria construens f. venter,????,227
5430,2012,1,2013G060,B??2,Fragilaria ulna,????,227
5431,2012,1,2013G060,B??2,Gomphonema olivaceum var. olivaceoides,????,908
5432,2012,1,2013G060,B??2,Gomphonema parvulum,????,227
5433,2012,1,2013G060,B??2,Navicula cryptocephala,????,227
5434,2012,1,2013G060,B??2,Navicula gregaria,????,454
5435,2012,1,2013G060,B??2,Navicula minima,????,1135
5436,2012,1,2013G060,B??2,Navicula subminuscula,????,227
5437,2012,1,2013G060,B??2,Nitzschia fonticola,????,7264
5438,2012,1,2013G060,B??2,Nitzschia inconspicua,????,9080
5439,2012,1,2013G060,B??2,Reimeria sinuata,?????,6356
5440,2012,1,2013G063,B??3,Achnanthes convergens,????,2661
5441,2012,1,2013G063,B??3,Achnanthes lanceolata,????,296
5442,2012,1,2013G063,B??3,Achnanthes minutissima,????,7095
5443,2012,1,2013G063,B??3,Achnanthes subhudsonis,????,887
5444,2012,1,2013G063,B??3,Amphora copulata,????,296
5445,2012,1,2013G063,B??3,Amphora montana,????,296
5446,2012,1,2013G063,B??3,Amphora pediculus,????,887
5447,2012,1,2013G063,B??3,Aulacoseira alpigena,????,296
5448,2012,1,2013G063,B??3,Cocconeis placentula var. euglypta,????,591
5449,2012,1,2013G063,B??3,Cocconeis placentula var. lineata,????,1774
5450,2012,1,2013G063,B??3,Cymbella affinis,????,591
5451,2012,1,2013G063,B??3,Cymbella leptoceros,????,296
5452,2012,1,2013G063,B??3,Cymbella silesiaca,????,25425
5453,2012,1,2013G063,B??3,Cymbella tumida,????,296
5454,2012,1,2013G063,B??3,Diatoma vulgaris,???,4139
5455,2012,1,2013G063,B??3,Fragilaria capucina,????,3843
5456,2012,1,2013G063,B??3,Fragilaria capucina var. vaucheriae,????,296
5457,2012,1,2013G063,B??3,Fragilaria construens f. binodis,????,296
5458,2012,1,2013G063,B??3,Fragilaria construens f. venter,????,5913
5459,2012,1,2013G063,B??3,Fragilaria ulna,????,887
5460,2012,1,2013G063,B??3,Frustulia vulgaris,????,296
5461,2012,1,2013G063,B??3,Gomphonema clevei,????,591
5462,2012,1,2013G063,B??3,Gomphonema olivaceum var. olivaceoides,????,296
5463,2012,1,2013G063,B??3,Gomphonema parvulum,????,296
5464,2012,1,2013G063,B??3,Melosira varians,????,296
5465,2012,1,2013G063,B??3,Navicula cryptocephala,????,591
5466,2012,1,2013G063,B??3,Navicula cryptotenella,????,591
5467,2012,1,2013G063,B??3,Navicula decussis,????,296
5468,2012,1,2013G063,B??3,Navicula gregaria,????,7687
5469,2012,1,2013G063,B??3,Navicula minima,????,1183
5470,2012,1,2013G063,B??3,Navicula mutica,????,296
5471,2012,1,2013G063,B??3,Navicula peregrina,????,1478
5472,2012,1,2013G063,B??3,Navicula perminuta,????,887
5473,2012,1,2013G063,B??3,Navicula trivialis,????,2956
5474,2012,1,2013G063,B??3,Navicula zanoni,????,296
5475,2012,1,2013G063,B??3,Nitzschia amphibia,????,296
5476,2012,1,2013G063,B??3,Nitzschia fonticola,????,49077
5477,2012,1,2013G063,B??3,Nitzschia inconspicua,????,296
5478,2012,1,2013G063,B??3,Nitzschia palea,????,1183
5479,2012,1,2013G063,B??3,Nitzschia subacicularis,????,296
5480,2012,1,2013G063,B??3,Surirella angusta,????,591
5481,2012,1,2013G063,B??3,Surirella linearis,????,296
5482,2012,1,2013G063,B??3,Surirella minuta,????,296
5483,2012,1,2013G063,B??3,Synedra acus,?????,296
5484,2012,1,2014G045,B???29,Fragilaria ulna,????,2174
5485,2012,1,2014G045,B???29,Nitzschia palea,????,2174
5486,2012,1,2014G080,B???32,Achnanthes minutissima,????,362
5487,2012,1,2014G080,B???32,Fragilaria capucina,????,362
5488,2012,1,2014G080,B???32,Navicula atomus,????,362
5489,2012,1,2016G080,B??9,Achnanthes inflata,????,52
5490,2012,1,2016G080,B??9,Achnanthes lanceolata,????,52
5491,2012,1,2016G080,B??9,Achnanthes minutissima,????,524
5492,2012,1,2016G080,B??9,Aulacoseira granulata,????,262
5493,2012,1,2016G080,B??9,Cocconeis placentula var. euglypta,????,52
5494,2012,1,2016G080,B??9,Cocconeis placentula var. lineata,????,52
5495,2012,1,2016G080,B??9,Cyclotella meneghiniana,????,52
5496,2012,1,2016G080,B??9,Cyclotella stelligera,????,52
5497,2012,1,2016G080,B??9,Cymbella affinis,????,105
5498,2012,1,2016G080,B??9,Cymbella cuspidata,????,105
5499,2012,1,2016G080,B??9,Cymbella minuta,????,2098
5500,2012,1,2016G080,B??9,Cymbella turgidula,????,52
5501,2012,1,2016G080,B??9,Diatoma vulgaris,???,52
5502,2012,1,2016G080,B??9,Fragilaria capucina,????,367
5503,2012,1,2016G080,B??9,Fragilaria construens,????,52
5504,2012,1,2016G080,B??9,Fragilaria elliptica,????,367
5505,2012,1,2016G080,B??9,Fragilaria ulna,????,105
5506,2012,1,2016G080,B??9,Gomphonema acuminatum,????,52
5507,2012,1,2016G080,B??9,Gomphonema augur,????,52
5508,2012,1,2016G080,B??9,Gomphonema parvulum,????,157
5509,2012,1,2016G080,B??9,Gomphonema pumilum,????,52
5510,2012,1,2016G080,B??9,Gomphonema quadripunctatum,????,105
5511,2012,1,2016G080,B??9,Melosira varians,????,315
5512,2012,1,2016G080,B??9,Navicula clementis,????,52
5513,2012,1,2016G080,B??9,Navicula cryptocephala,????,210
5514,2012,1,2016G080,B??9,Navicula decussis,????,210
5515,2012,1,2016G080,B??9,Navicula goeppertiana,????,52
5516,2012,1,2016G080,B??9,Navicula mutica,????,105
5517,2012,1,2016G080,B??9,Navicula perminuta,????,52
5518,2012,1,2016G080,B??9,Navicula pupula,????,52
5519,2012,1,2016G080,B??9,Navicula viridula var. rostellata,????,52
5520,2012,1,2016G080,B??9,Navicula zanoni,????,52
5521,2012,1,2016G080,B??9,Neidium (other),?????,52
5522,2012,1,2016G080,B??9,Nitzschia amphibia,????,524
5523,2012,1,2016G080,B??9,Nitzschia fonticola,????,52
5524,2012,1,2016G080,B??9,Nitzschia intermedia,????,157
5525,2012,1,2016G080,B??9,Nitzschia palea,????,472
5526,2012,1,2016G080,B??9,Nitzschia sinuata,????,210
5527,2012,1,2016G080,B??9,Stephanodiscus hantzschii,??????,52
5528,2012,1,2016G095,B??10,Achnanthes lanceolata,????,88
5529,2012,1,2016G095,B??10,Achnanthes minutissima,????,14070
5530,2012,1,2016G095,B??10,Amphora pediculus,????,88
5531,2012,1,2016G095,B??10,Cocconeis placentula var. euglypta,????,528
5532,2012,1,2016G095,B??10,Cocconeis placentula var. lineata,????,88
5533,2012,1,2016G095,B??10,Cymbella minuta,????,88
5534,2012,1,2016G095,B??10,Gomphonema angustum,????,352
5535,2012,1,2016G095,B??10,Gomphonema minutum,????,88
5536,2012,1,2016G095,B??10,Gomphonema parvulum,????,88
5537,2012,1,2016G095,B??10,Gomphonema pumilum,????,440
5538,2012,1,2016G095,B??10,Melosira varians,????,176
5539,2012,1,2016G095,B??10,Navicula gregaria,????,88
5540,2012,1,2016G095,B??10,Navicula recens,????,88
5541,2012,1,2016G095,B??10,Navicula seminulum,????,176
5542,2012,1,2016G095,B??10,Navicula subminuscula,????,264
5543,2012,1,2016G095,B??10,Nitzschia palea,????,88
5544,2012,1,2016G095,B??10,Reimeria sinuata,?????,616
5545,2012,1,2016G095,B??10,Surirella angusta,????,88
5546,2012,1,2017G075,B???36,Achnanthes minutissima,????,163
5547,2012,1,2017G075,B???36,Amphora pediculus,????,163
5548,2012,1,2017G075,B???36,Aulacoseira granulata,????,163
5549,2012,1,2017G075,B???36,Cyclotella stelligera,????,975
5550,2012,1,2017G075,B???36,Cymbella affinis,????,81
5551,2012,1,2017G075,B???36,Cymbella minuta,????,325
5552,2012,1,2017G075,B???36,Fragilaria elliptica,????,81
5553,2012,1,2017G075,B???36,Gomphonema angustum,????,81
5554,2012,1,2017G075,B???36,Gomphonema parvulum,????,81
5555,2012,1,2017G075,B???36,Navicula cryptotenella,????,81
5556,2012,1,2017G075,B???36,Navicula minuscula var. muralis,????,81
5557,2012,1,2017G075,B???36,Navicula mutica var. ventricosa,????,81
5558,2012,1,2017G075,B???36,Navicula subminuscula,????,81
5559,2012,1,2017G075,B???36,Navicula veneta,????,81
5560,2012,1,2017G075,B???36,Nitzschia dissipata,????,569
5561,2012,1,2017G075,B???36,Nitzschia fonticola,????,325
5562,2012,1,2017G075,B???36,Nitzschia hantzschiana,????,81
5563,2012,1,2017G075,B???36,Nitzschia inconspicua,????,3250
5564,2012,1,2017G075,B???36,Nitzschia palea,????,1219
5565,2012,1,2017G075,B???36,Stephanodiscus hantzschii,??????,4225
5566,2012,1,2019G074,B??12,Achnanthes minutissima,????,265
5567,2012,1,2019G074,B??12,Aulacoseira ambigua,????,318
5568,2012,1,2019G074,B??12,Aulacoseira granulata,????,212
5569,2012,1,2019G074,B??12,Cocconeis pediculus,????,53
5570,2012,1,2019G074,B??12,Cocconeis placentula var. euglypta,????,159
5571,2012,1,2019G074,B??12,Cymbella affinis,????,477
5572,2012,1,2019G074,B??12,Cymbella minuta,????,424
5573,2012,1,2019G074,B??12,Cymbella silesiaca,????,583
5574,2012,1,2019G074,B??12,Diatoma vulgaris,???,53
5575,2012,1,2019G074,B??12,Fragilaria construens,????,212
5576,2012,1,2019G074,B??12,Fragilaria construens f. venter,????,955
5577,2012,1,2019G074,B??12,Gomphonema clevei,????,371
5578,2012,1,2019G074,B??12,Gomphonema parvulum,????,689
5579,2012,1,2019G074,B??12,Gomphonema quadripunctatum,????,212
5580,2012,1,2019G074,B??12,Navicula (small species),????,1008
5581,2012,1,2019G074,B??12,Navicula capitata,????,53
5582,2012,1,2019G074,B??12,Navicula cryptocephala,????,106
5583,2012,1,2019G074,B??12,Navicula cryptotenella,????,53
5584,2012,1,2019G074,B??12,Navicula decussis,????,53
5585,2012,1,2019G074,B??12,Navicula gregaria,????,1220
5586,2012,1,2019G074,B??12,Navicula minima,????,318
5587,2012,1,2019G074,B??12,Navicula perminuta,????,53
5588,2012,1,2019G074,B??12,Navicula pupula,????,212
5589,2012,1,2019G074,B??12,Navicula subminuscula,????,371
5590,2012,1,2019G074,B??12,Navicula viridula var. rostellata,????,212
5591,2012,1,2019G074,B??12,Nitzschia sinuata var. tabellaria,????,53
5592,2012,1,2019G074,B??12,Surirella angusta,????,53
5593,2012,1,2019G116,B??13,Achnanthes convergens,????,228
5594,2012,1,2019G116,B??13,Achnanthes subhudsonis,????,114
5595,2012,1,2019G116,B??13,Amphora inariensis,????,38
5596,2012,1,2019G116,B??13,Aulacoseira granulata,????,76
5597,2012,1,2019G116,B??13,Cocconeis pediculus,????,38
5598,2012,1,2019G116,B??13,Cocconeis placentula,????,38
5599,2012,1,2019G116,B??13,Cocconeis placentula var. lineata,????,38
5600,2012,1,2019G116,B??13,Cymbella affinis,????,38
5601,2012,1,2019G116,B??13,Cymbella minuta,????,38
5602,2012,1,2019G116,B??13,Cymbella silesiaca,????,114
5603,2012,1,2019G116,B??13,Fragilaria capucina,????,456
5604,2012,1,2019G116,B??13,Fragilaria construens,????,456
5605,2012,1,2019G116,B??13,Fragilaria construens f. venter,????,532
5606,2012,1,2019G116,B??13,Gomphonema clevei,????,38
5607,2012,1,2019G116,B??13,Gomphonema parvulum,????,114
5608,2012,1,2019G116,B??13,Melosira varians,????,114
5609,2012,1,2019G116,B??13,Navicula cryptocephala,????,38
5610,2012,1,2019G116,B??13,Navicula decussis,????,76
5611,2012,1,2019G116,B??13,Navicula gregaria,????,76
5612,2012,1,2019G116,B??13,Navicula viridula var. rostellata,????,76
5613,2012,1,2019G116,B??13,Nitzschia fonticola,????,76
5614,2012,1,2020G002,B???37,Achnanthes exigua,????,49
5615,2012,1,2020G002,B???37,Achnanthes minutissima,????,49
5616,2012,1,2020G002,B???37,Aulacoseira granulata,????,49
5617,2012,1,2020G002,B???37,Cyclostephanos dubius,????,49
5618,2012,1,2020G002,B???37,Cyclostephanos invisitatus,????,49
5619,2012,1,2020G002,B???37,Cyclotella atomus,????,49
5620,2012,1,2020G002,B???37,Cyclotella meneghiniana,????,98
5621,2012,1,2020G002,B???37,Cymbella silesiaca,????,343
5622,2012,1,2020G002,B???37,Fragilaria capucina,????,98
5623,2012,1,2020G002,B???37,Fragilaria capucina var. vaucheriae,????,49
5624,2012,1,2020G002,B???37,Fragilaria construens f. venter,????,49
5625,2012,1,2020G002,B???37,Fragilaria ulna,????,196
5626,2012,1,2020G002,B???37,Melosira varians,????,49
5627,2012,1,2020G002,B???37,Navicula decussis,????,49
5628,2012,1,2020G002,B???37,Navicula gregaria,????,2301
5629,2012,1,2020G002,B???37,Navicula pelliculosa,????,49
5630,2012,1,2020G002,B???37,Navicula perminuta,????,49
5631,2012,1,2020G002,B???37,Navicula viridula var. rostellata,????,49
5632,2012,1,2020G002,B???37,Nitzschia dissipata,????,783
5633,2012,1,2020G002,B???37,Nitzschia fonticola,????,392
5634,2012,1,2020G002,B???37,Nitzschia palea,????,294
5635,2012,1,2020G002,B???37,Nitzschia paleacea,????,49
5636,2012,1,2020G002,B???37,Nitzschia tabellaria,????,49
5637,2012,1,2020G002,B???37,Stephanodiscus hantzschii,??????,196
5638,2012,1,2020G090,B???42,Achnanthes convergens,????,359
5639,2012,1,2020G090,B???42,Achnanthes minutissima,????,239
5640,2012,1,2020G090,B???42,Amphora pediculus,????,120
5641,2012,1,2020G090,B???42,Aulacoseira granulata,????,478
5642,2012,1,2020G090,B???42,Cocconeis placentula var. lineata,????,239
5643,2012,1,2020G090,B???42,Cyclostephanos invisitatus,????,837
5644,2012,1,2020G090,B???42,Cyclotella atomus,????,120
5645,2012,1,2020G090,B???42,Cyclotella meneghiniana,????,120
5646,2012,1,2020G090,B???42,Cyclotella radiosa,????,120
5647,2012,1,2020G090,B???42,Cymbella silesiaca,????,239
5648,2012,1,2020G090,B???42,Fragilaria capucina,????,2749
5649,2012,1,2020G090,B???42,Fragilaria capucina var. vaucheriae,????,359
5650,2012,1,2020G090,B???42,Fragilaria construens f. venter,????,359
5651,2012,1,2020G090,B???42,Fragilaria ulna,????,239
5652,2012,1,2020G090,B???42,Gomphonema (other),????,120
5653,2012,1,2020G090,B???42,Meridion circulare var. constrictum,????,359
5654,2012,1,2020G090,B???42,Navicula atomus,????,478
5655,2012,1,2020G090,B???42,Navicula cryptocephala,????,120
5656,2012,1,2020G090,B???42,Navicula cryptotenella,????,478
5657,2012,1,2020G090,B???42,Navicula decussis,????,120
5658,2012,1,2020G090,B???42,Navicula gregaria,????,2391
5659,2012,1,2020G090,B???42,Navicula minima,????,478
5660,2012,1,2020G090,B???42,Navicula mutica,????,120
5661,2012,1,2020G090,B???42,Navicula neoventricosa,????,359
